Code,Subject Name,Year,Type,School
ARTH 489,Senior Art-History Honors-BA,2020,Regular,FAA
ARTH 490,Senior Art-History Honors-BFA,2020,Regular,FAA
ARTH 491,Topics in Art History,2020,Regular,FAA
ARTH 515,Seminar in Ancient Art,2020,Regular,FAA
ARTH 591,Individual Readings,2020,Regular,FAA
ARTH 593,Theory and Methodology,2020,Regular,FAA
ARTH 599,Thesis Research,2020,Regular,FAA
ARTS 205,Introduction to Printmaking,2020,Regular,FAA
ARTS 210,Ceramics Sculpture I,2020,Regular,FAA
ARTS 220,Introduction to Fashion,2020,Regular,FAA
ARTS 221,Fashion Illustration,2020,Regular,FAA
ARTS 241,Image Practice,2020,Regular,FAA
ARTS 243,Time Arts I,2020,Regular,FAA
ARTS 244,Interaction I,2020,Regular,FAA
ARTS 250,Life Drawing,2020,Regular,FAA
ARTS 251,Beginning Painting,2020,Regular,FAA
ARTS 264,Basic Photography,2020,Regular,FAA
ARTS 265,Photography II,2020,Regular,FAA
ARTS 267,Digital Photographic Output,2020,Regular,FAA
ARTS 280,Beginning Sculpture,2020,Regular,FAA
ARTS 299,Spec Topics in Studio Art,2020,Regular,FAA
ARTS 320,Fashion and Textiles Design,2020,Regular,FAA
ARTS 350,Intermediate Studio I,2020,Regular,FAA
ARTS 354,Intermediate Painting,2020,Regular,FAA
ARTS 364,Photography III,2020,Regular,FAA
ARTS 365,Photography Workshop,2020,Regular,FAA
ARTS 391,Independent Study,2020,Regular,FAA
ARTS 405,Special Topics in Printmaking,2020,Regular,FAA
ARTS 443,Time Arts II,2020,Regular,FAA
ARTS 445,Special Topics in New Media,2020,Regular,FAA
ARTS 450,Advanced Studio I,2020,Regular,FAA
ARTS 454,Advanced Drawing,2020,Regular,FAA
ARTS 461,Advanced Photography,2020,Regular,FAA
ARTS 490,Senior Honors,2020,Regular,FAA
ARTS 591,Graduate Studio,2020,Regular,FAA
ARTS 593,Seminar: Methods Criticism,2020,Regular,FAA
ARTS 595,Graduate Laboratory,2020,Regular,FAA
ASRM 195,Foundations of Data Management,2020,Regular,LAS
ASRM 199,Undergraduate Open Seminar,2020,Regular,LAS
ASRM 210,Theory of Interest,2020,Regular,LAS
ASRM 390,Introduction to Actuarial Research,2020,Regular,LAS
ASRM 392,Actuarial Problem Solving,2020,Regular,LAS
ASRM 402,Actuarial Statistics II,2020,Regular,LAS
ASRM 406,Linear Algebra with Financial Applications,2020,Regular,LAS
ASRM 410,Investments and Financial Markets,2020,Regular,LAS
ASRM 450,Methods of Applied Statistics,2020,Regular,LAS
ASRM 451,Basics of Statistical Learning,2020,Regular,LAS
ASRM 453,Applied Bayesian Analysis,2020,Regular,LAS
ASRM 461,Loss Models,2020,Regular,LAS
ASRM 469,Casualty Actuarial Mathematics,2020,Regular,LAS
ASRM 471,Life Contingencies I,2020,Regular,LAS
ASRM 490,Actuarial Research,2020,Regular,LAS
ASRM 499,Topics in Actuarial Science,2020,Regular,LAS
ASRM 510,Financial Mathematics,2020,Regular,LAS
ASRM 533,Risk Management Practices and Regulation,2020,Regular,LAS
ASRM 551,Statistical Learning,2020,Regular,LAS
ASRM 561,Loss Data Analytics & Credibility,2020,Regular,LAS
ASRM 569,Extreme Value Theory and Catastrophe Modeling,2020,Regular,LAS
ASRM 598,Literature Seminar,2020,Regular,LAS
ASST 104,Asian Mythology,2020,Regular,LAS
ASST 199,Undergraduate Open Seminar,2020,Regular,LAS
ASST 390,Individual Study,2020,Regular,LAS
ASST 590,Individual Study and Research,2020,Regular,LAS
ASTR 100,Introduction to Astronomy,2020,Regular,LAS
ASTR 121,Solar System and Worlds Beyond,2020,Regular,LAS
ASTR 122,Stars and Galaxies,2020,Regular,LAS
ASTR 150,Killer Skies: Astro-Disasters,2020,Regular,LAS
ASTR 199,Undergraduate Open Seminar,2020,Regular,LAS
ASTR 210,Introduction to Astrophysics,2020,Regular,LAS
ASTR 330,Extraterrestrial Life,2020,Regular,LAS
ASTR 350,"The Big Bang, Black Holes, and the End of the Universe",2020,Regular,LAS
ASTR 390,Individual Study,2020,Regular,LAS
ASTR 404,Stellar Astrophysics,2020,Regular,LAS
ASTR 406,Galaxies and the Universe,2020,Regular,LAS
ASTR 490,Senior Thesis,2020,Regular,LAS
ASTR 503,Observational Astronomy,2020,Regular,LAS
ASTR 505,Star Formation,2020,Regular,LAS
ASTR 516,General Relativity II,2020,Regular,LAS
ASTR 540,Astrophysics,2020,Regular,LAS
ASTR 590,Individual Study,2020,Regular,LAS
ASTR 593,Astronomy Internship,2020,Regular,LAS
ASTR 599,Thesis Research,2020,Regular,LAS
ATMS 100,Introduction to Meteorology,2020,Regular,ESE
ATMS 120,Severe and Hazardous Weather,2020,Sustainability,ESE
ATMS 140,Climate and Global Change,2020,Regular,ESE
ATMS 201,General Physical Meteorology,2020,Regular,ESE
ATMS 207,Weather and Climate Data Science,2020,Regular,ESE
ATMS 301,Atmospheric Thermodynamics,2020,Regular,ESE
ATMS 302,Atmospheric Dynamics I,2020,Regular,ESE
ATMS 303,Synoptic-Dynamic Wea Analysis,2020,Regular,ESE
ATMS 305,Computing and Data Analysis,2020,Regular,ESE
ATMS 311,Environmental Issues Today,2020,Regular,ESE
ATMS 391,Topics in Atmospheric Sciences,2020,Regular,ESE
ATMS 421,Earth Systems Modeling,2020,Regular,ESE
ATMS 425,Air Quality Modeling,2020,Regular,ESE
ATMS 447,Climate Change Assessment,2020,Regular,ESE
ATMS 490,Individual Study,2020,Regular,ESE
ATMS 491,Adv Topics in Atmospheric Sci,2020,Sustainability,ESE
ATMS 492,Capstone Undergraduate Research,2020,Regular,ESE
ATMS 500,Dynamic Meteorology,2020,Regular,ESE
ATMS 504,Physical Meteorology,2020,Regular,ESE
ATMS 510,Precipitation Physics,2020,Regular,ESE
ATMS 514,Dynamics of Convective Clouds and Storms,2020,Regular,ESE
ATMS 571,Professional Development,2020,Regular,ESE
ATMS 590,Individual Study,2020,Regular,ESE
ATMS 591,Atmospheric Sciences Seminar,2020,Regular,ESE
ATMS 596,Non-Thesis Research,2020,Regular,ESE
ATMS 599,Thesis Research,2020,Regular,ESE
BADM 199,Undergraduate Open Seminar,2020,Regular,GIES
BADM 205,Business Location Decisions,2020,Regular,GIES
BADM 210,Business Analytics I,2020,Regular,GIES
BADM 211,Business Analytics II,2020,Regular,GIES
BADM 261,Technology & Mgmt Seminar,2020,Regular,GIES
BADM 275,Fundamentals of Operations Management,2020,Regular,GIES
BADM 300,The Legal Environment of Bus,2020,Regular,GIES
BADM 303,Principles of Public Policy,2020,Regular,GIES
BADM 310,Mgmt and Organizational Beh,2020,Regular,GIES
BADM 311,Leading Individuals and Teams,2020,Regular,GIES
BADM 312,Designing and Managing Orgs,2020,Regular,GIES
BADM 313,Strategic Human Resource Management,2020,Regular,GIES
BADM 314,Leading Negotiations,2020,Regular,GIES
BADM 320,Principles of Marketing,2020,Regular,GIES
BADM 321,Principles of Retailing,2020,Regular,GIES
BADM 322,Marketing Research,2020,Regular,GIES
BADM 323,Marketing Communications,2020,Regular,GIES
BADM 324,Purchasing and Supply Mgmnt,2020,Regular,GIES
BADM 325,Consumer Behavior,2020,Regular,GIES
BADM 326,Pricing Strategy,2020,Regular,GIES
BADM 327,Marketing to Business and Govt,2020,Regular,GIES
BADM 329,New Product Development,2020,Regular,GIES
BADM 335,Supply Chain Management Basics,2020,Regular,GIES
BADM 336,Modeling the Supply Chain,2020,Regular,GIES
BADM 338,Global Supply Chain Management,2020,Regular,GIES
BADM 340,Ethical Dilemmas of Business,2020,Regular,GIES
BADM 350,IT for Networked Organizations,2020,Regular,GIES
BADM 351,E-Business Management,2020,Regular,GIES
BADM 352,Database Design and Management,2020,Regular,GIES
BADM 353,Info Sys Analysis and Design,2020,Regular,GIES
BADM 356,Data Science and Analytics,2020,Regular,GIES
BADM 365,New Product Marketing,2020,Regular,GIES
BADM 367,Mgmt of Innov and Technology,2020,Regular,GIES
BADM 374,Management Decision Models,2020,Regular,GIES
BADM 375,Operations Management,2020,Regular,GIES
BADM 377,Project Management,2020,Regular,GIES
BADM 378,Logistics Management,2020,Regular,GIES
BADM 380,International Business,2020,Regular,GIES
BADM 381,Multinational Management,2020,Regular,GIES
BADM 382,International Marketing,2020,Regular,GIES
BADM 394,Senior Research I,2020,Regular,GIES
BADM 395,Senior Research II,2020,Regular,GIES
BADM 403,Corporate & Commercial Law,2020,Regular,GIES
BADM 420,Advanced Marketing Management,2020,Regular,GIES
BADM 445,Small Business Consulting,2020,Regular,GIES
BADM 446,Entrepreneurship: New Venture Creation,2020,Regular,GIES
BADM 449,Business Policy and Strategy,2020,Regular,GIES
BADM 453,Business Intelligence,2020,Regular,GIES
BADM 458,IT Governance,2020,Regular,GIES
BADM 460,Business Process Modeling,2020,Regular,GIES
BADM 503,Classics in Business Administration,2020,Regular,GIES
BADM 504,Phil of Science and Bus Admin,2020,Regular,GIES
BADM 507,Emp. Res. Methods in Bus. Adm.,2020,Regular,GIES
BADM 508,Leadership and Teams,2020,Regular,GIES
BADM 509,Managing Organizations,2020,Regular,GIES
BADM 512,HR Management and Strategy,2020,Regular,GIES
BADM 513,Communication Strategy in Bus,2020,Regular,GIES
BADM 514,Managing Innovation,2020,Regular,GIES
BADM 520,Marketing Management,2020,Regular,GIES
BADM 525,New Product Development,2020,Regular,GIES
BADM 528,Promotional Strategy,2020,Regular,GIES
BADM 538,Res Sem in Consumer Behavior,2020,Regular,GIES
BADM 540,Frontiers in Technology,2020,Regular,GIES
BADM 541,Economics of Organizations,2020,Regular,GIES
BADM 549,Current Strategy Research,2020,Regular,GIES
BADM 554,Enterprise Database Management,2020,Regular,GIES
BADM 559,Enterprise IT Governance,2020,Regular,GIES
BADM 562,Social Media Strategy,2020,Regular,GIES
BADM 566,Supply Chain Management,2020,Regular,GIES
BADM 567,Process Management,2020,Regular,GIES
BADM 569,Res Topics in Operations Mgt,2020,Regular,GIES
BADM 572,Stat for Mgt Decision Making,2020,Regular,GIES
BADM 576,Data Science and Analytics,2020,Regular,GIES
BADM 582,Multinational Management,2020,Regular,GIES
BADM 583,Current Topics in Intl Bus,2020,Regular,GIES
BADM 588,Business Practice Immersion,2020,Regular,GIES
BADM 590,Seminar in Business Admin,2020,Regular,GIES
BADM 591,Proseminar in Business Admin,2020,Regular,GIES
BADM 593,Research in Special Fields,2020,Regular,GIES
BADM 594,Independent Study and Research,2020,Regular,GIES
BADM 595,Business Fundamentals,2020,Regular,GIES
BADM 599,Dissertation Research,2020,Regular,GIES
BASQ 401,Beginners' Basque,2020,Regular,LAS
BCOG 100,Introduction to the Brain and Cognitive Science,2020,Regular,LAS
BCOG 458,Advances in Brain and Cognitive Science,2020,Regular,LAS
BCS 101,First Year Bosnian-Croatian-Serbian I,2020,Regular,LAS
BCS 115,South Slavic Cultures,2020,Regular,LAS
BCS 201,Second Year Bosnian-Croatian-Serbian I,2020,Regular,LAS
BDI 199,Undergraduate Open Seminar,2020,Regular,I-School
BIOC 190,Biochemistry Orientation,2020,Regular,LAS
BIOC 199,Undergraduate Open Seminar,2020,Regular,LAS
BIOC 290,Individual Topics,2020,Regular,LAS
BIOC 440,Physical Chemistry Principles,2020,Regular,LAS
BIOC 460,Biochemistry Senior Seminar,2020,Regular,LAS
BIOC 492,Senior Thesis,2020,Regular,LAS
BIOC 555,Anlys Biochemical Literature,2020,Regular,LAS
BIOC 590,Individual Topics,2020,Regular,LAS
BIOC 595,Biochemistry Seminar,2020,Regular,LAS
BIOC 599,Thesis Research,2020,Regular,LAS
BIOE 100,Bioengineering Freshman Seminar,2020,Regular,Grainger
BIOE 120,Introduction to Bioengineering,2020,Regular,Grainger
BIOE 199,Undergraduate Open Seminar,2020,Regular,Grainger
BIOE 201,Conservation Principles Bioeng,2020,Regular,Grainger
BIOE 202,Cell & Tissue Engineering Lab,2020,Regular,Grainger
BIOE 206,Cellular Bioengineering,2020,Regular,Grainger
BIOE 297,Individual Study,2020,Regular,Grainger
BIOE 298,Special Topics,2020,Regular,Grainger
BIOE 302,Modeling Human Physiology,2020,Regular,Grainger
BIOE 303,Quantitative Physiology Lab,2020,Regular,Grainger
BIOE 380,Biomedical Imaging,2020,Regular,Grainger
BIOE 397,Individual Study,2020,Regular,Grainger
BIOE 414,Biomedical Instrumentation,2020,Regular,Grainger
BIOE 415,Biomedical Instrumentation Lab,2020,Regular,Grainger
BIOE 430,Intro Synthetic Biology,2020,Regular,Grainger
BIOE 435,Senior Design I,2020,Regular,Grainger
BIOE 436,Senior Design II,2020,Regular,Grainger
BIOE 461,Cellular Biomechanics,2020,Regular,Grainger
BIOE 476,Tissue Engineering,2020,Regular,Grainger
BIOE 480,Magnetic Resonance Imaging,2020,Regular,Grainger
BIOE 482,Musculoskel Tissue Mechanics,2020,Regular,Grainger
BIOE 497,Individual Study,2020,Regular,Grainger
BIOE 498,Special Topics,2020,Regular,Grainger
BIOE 502,Bioengineering Professionalism,2020,Regular,Grainger
BIOE 504,Analytical Methods in Bioeng,2020,Regular,Grainger
BIOE 505,Computational Bioengineering,2020,Regular,Grainger
BIOE 570,Seminar Series,2020,Regular,Grainger
BIOE 571,Biological Measurement I,2020,Regular,Grainger
BIOE 573,Managing Business Operations,2020,Regular,Grainger
BIOE 575,Capstone Project,2020,Regular,Grainger
BIOE 597,Individual Study,2020,Regular,Grainger
BIOE 598,Special Topics,2020,Regular,Grainger
BIOE 599,Thesis Research,2020,Regular,Grainger
BIOL 599,Thesis Research,2020,Regular,LAS
BIOP 401,Introduction to Biophysics,2020,Regular,LAS
BIOP 581,Lab Rotation I,2020,Regular,LAS
BIOP 582,Lab Rotation II,2020,Regular,LAS
BIOP 583,Lab Rotation III,2020,Regular,LAS
BIOP 586,Special Topics in Biophysics,2020,Regular,LAS
BIOP 590,Individual Topics,2020,Regular,LAS
BIOP 595,Biophysics Seminars,2020,Regular,LAS
BIOP 599,Thesis Research,2020,Regular,LAS
BSE 631,Cardiovascular,2020,Regular,Carle
BSE 632,Respiratory,2020,Regular,Carle
BSE 633,Renal,2020,Regular,Carle
BSE 638,"Endocrine, Genitourinary, & Women's Health",2020,Regular,Carle
BSE 642,"Hematology, Oncology, Infection, and Immunity",2020,Regular,Carle
BSE 666,Academic Progress I (Longitudinal),2020,Regular,Carle
BSE 680,"Innovation, Design, Engineering and Analysis Projects (Longitudinal)",2020,Regular,Carle
BSE 690,Research,2020,Regular,Carle
BSE 700,Innovations in Problem Based Learning,2020,Regular,Carle
BSE 701,Introduction to Telemedicine,2020,Regular,Carle
BSE 702,Medical Spanish,2020,Regular,Carle
BSE 703,Medical Informatics,2020,Regular,Carle
BSE 710,Computational Genomics,2020,Regular,Carle
BSE 720,Advanced Anatomy,2020,Regular,Carle
BTW 250,Principles Bus Comm,2020,Regular,LAS
BTW 261,Principles Tech Comm,2020,Regular,LAS
BTW 263,Writing in the Disciplines,2020,Regular,LAS
BTW 271,Persuasive Writing,2020,Regular,LAS
BTW 290,Individual Study,2020,Regular,LAS
BTW 402,Descriptive English Grammar,2020,Regular,LAS
BUS 101,Professional Responsibility and Business,2020,Regular,Gies
BUS 115,Freshman Business Honors Seminar,2020,Regular,Gies
BUS 199,Undergraduate Open Seminar,2020,Regular,Gies
BUS 201,Business Dynamics,2020,Regular,Gies
BUS 215,Sophomore Business Honors Seminar,2020,Regular,Gies
BUS 299,BUS Internship,2020,Regular,Gies
BUS 301,Business in Action,2020,Regular,Gies
BUS 315,Junior Business Honors Seminar,2020,Regular,Gies
BUS 399,Business Study Abroad,2020,Regular,Gies
BUS 415,Senior Business Honors Seminar,2020,Regular,Gies
CB 290,Independent Research,2020,Regular,VetMed
CB 449,Basic Toxicology,2020,Regular,VetMed
CB 551,Ecotoxicology North Hemisphere,2020,Regular,VetMed
CB 552,Ethics in Toxicology,2020,Regular,VetMed
CB 590,Seminar,2020,Regular,VetMed
CB 592,Special Problems,2020,Regular,VetMed
CB 596,Interdisciplinary Tox Sem,2020,Regular,VetMed
CB 599,Thesis Research,2020,Regular,VetMed
CB 692,Special Problems,2020,Regular,VetMed
CDB 590,Individual Topics,2020,Regular,LAS
CDB 595,Graduate Sem Cell Devel Biol,2020,Regular,LAS
CDB 599,Thesis Research,2020,Regular,LAS
CEE 195,About Civil Engineering,2020,Regular,Grainger
CEE 198,Special Topics,2020,Regular,Grainger
CEE 201,Systems Engrg & Economics,2020,Regular,Grainger
CEE 202,Engineering Risk & Uncertainty,2020,Regular,Grainger
CEE 300,Behavior of Materials,2020,Regular,Grainger
CEE 310,Transportation Engineering,2020,Regular,Grainger
CEE 320,Construction Engineering,2020,Regular,Grainger
CEE 330,Environmental Engineering,2020,Regular,Grainger
CEE 340,Energy and Global Environment,2020,Regular,Grainger
CEE 350,Water Resources Engineering,2020,Regular,Grainger
CEE 360,Structural Engineering,2020,Regular,Grainger
CEE 380,Geotechnical Engineering,2020,Regular,Grainger
CEE 401,Concrete Materials,2020,Regular,Grainger
CEE 405,Asphalt Materials I,2020,Regular,Grainger
CEE 406,Pavement Design I,2020,Regular,Grainger
CEE 408,Railroad Transportation Engrg,2020,Regular,Grainger
CEE 409,Railroad Track Engineering,2020,Regular,Grainger
CEE 412,High-Speed Rail Engineering,2020,Regular,Grainger
CEE 416,Traffic Capacity Analysis,2020,Regular,Grainger
CEE 417,Urban Transportation Planning,2020,Regular,Grainger
CEE 421,Construction Planning,2020,Regular,Grainger
CEE 422,Construction Cost Analysis,2020,Regular,Grainger
CEE 434,Environmental Systems I,2020,Regular,Grainger
CEE 437,Water Quality Engineering,2020,Regular,Grainger
CEE 442,"Environmental Engineering Principles, Physical",2020,Regular,Grainger
CEE 443,"Env Eng Principles, Chemical",2020,Regular,Grainger
CEE 444,"Env Eng Principles, Biological",2020,Regular,Grainger
CEE 445,Air Quality Modeling,2020,Regular,Grainger
CEE 450,Surface Hydrology,2020,Regular,Grainger
CEE 451,Environmental Fluid Mechanics,2020,Regular,Grainger
CEE 457,Groundwater,2020,Regular,Grainger
CEE 458,Water Resources Field Methods,2020,Regular,Grainger
CEE 460,Steel Structures I,2020,Regular,Grainger
CEE 461,Reinforced Concrete I,2020,Regular,Grainger
CEE 463,Reinforced Concrete II,2020,Regular,Grainger
CEE 465,Design of Structural Systems,2020,Regular,Grainger
CEE 470,Structural Analysis,2020,Regular,Grainger
CEE 471,Structural Mechanics,2020,Regular,Grainger
CEE 472,Structural Dynamics I,2020,Regular,Grainger
CEE 483,Soil Mechanics and Behavior,2020,Regular,Grainger
CEE 491,Decision and Risk Analysis,2020,Regular,Grainger
CEE 493,Sustainable Design Eng Tech,2020,Regular,Grainger
CEE 495,Professional Practice,2020,Regular,Grainger
CEE 497,Independent Study,2020,Regular,Grainger
CEE 498,Special Topics,2020,Regular,Grainger
CEE 524,Construction Law,2020,Regular,Grainger
CEE 525,Construction Case Studies,2020,Regular,Grainger
CEE 555,Mixing in Environmental Flows,2020,Regular,Grainger
CEE 559,Sediment Transport,2020,Regular,Grainger
CEE 574,Probabilistic Loads and Design,2020,Regular,Grainger
CEE 576,Nonlinear Finite Elements,2020,Regular,Grainger
CEE 580,Excavation and Support Systems,2020,Regular,Grainger
